Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"High Performance Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-030-90539-2","Heike JagodeHartwig AnztHatem LtaiefPiotr Luszczek","2021","http://link.springer.com/book/10.1007/978-3-030-90539-2","Book"
"Emerging Networking in the Digital Transformation Age","Lecture Notes in Electrical Engineering","","","","10.1007/978-3-031-24963-1","Mikhailo KlymashAndriy LuntovskyyMykola BeshleyIgor MelnykAlexander Schill","2023","http://link.springer.com/book/10.1007/978-3-031-24963-1","Book"
"Mobile Internet Security","Communications in Computer and Information Science","","","","10.1007/978-981-16-9576-6","Prof. Ilsun YouHwankuk KimTaek-Young YounProf. Francesco PalmieriProf. Dr. Igor Kotenko","2022","http://link.springer.com/book/10.1007/978-981-16-9576-6","Book"
"Advances in Cybersecurity Management","","","","","10.1007/978-3-030-71381-2","Kevin DaimiDr. Cathryn Peoples","2021","http://link.springer.com/book/10.1007/978-3-030-71381-2","Book"
"Declarative Application Management in the Fog","Journal of Grid Computing","","19","4","10.1007/s10723-021-09582-y","Antonio BrogiStefano FortiCarlos GuerreroIsaac Lera","2021","http://link.springer.com/article/10.1007/s10723-021-09582-y","Article"
"Cooperative and Distributed Intelligent Computation in Fog Computing","","","","","10.1007/978-3-031-33920-2","Hoa Tran-DangDong-Seong Kim","2023","http://link.springer.com/book/10.1007/978-3-031-33920-2","Book"
"Smart Contracts for Service-Level Agreements in Edge-to-Cloud Computing","Journal of Grid Computing","","18","4","10.1007/s10723-020-09534-y","Petar KochovskiVlado StankovskiSandi GecFrancescomaria FaticantiMarco SaviDomenico SiracusaSeungwoo Kum","2020","http://link.springer.com/article/10.1007/s10723-020-09534-y","Article"
"Editorial","International Journal of Information Technology","","13","4","10.1007/s41870-021-00728-5","M. N. Hoda","2021","http://link.springer.com/article/10.1007/s41870-021-00728-5","Article"
"A survey on nature-inspired techniques for computation offloading and service placement in emerging edge technologies","World Wide Web","","25","5","10.1007/s11280-022-01053-y","Dinesh KumarGaurav BaranwalYamini ShankarDeo Prakash Vidyarthi","2022","http://link.springer.com/article/10.1007/s11280-022-01053-y","Article"
"Business Intelligence and Information Technology","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-030-92632-8","Prof. Aboul Ella HassanienProf. Yaoqun XuProf. Zhijie ZhaoSabah MohammedDr. Zhipeng Fan","2022","http://link.springer.com/book/10.1007/978-3-030-92632-8","Book"
"A Survey on Collaborative DNN Inference for Edge Intelligence","Machine Intelligence Research","","20","3","10.1007/s11633-022-1391-7","Wei-Qing RenYu-Ben QuChao DongYu-Qian JingHao SunQi-Hui WuSong Guo","2023","http://link.springer.com/article/10.1007/s11633-022-1391-7","Article"
"A conceptual architecture for simulating blockchain-based IoT ecosystems","Journal of Cloud Computing","","12","1","10.1186/s13677-023-00481-z","Adel AlbshriAli AlzubaidiMaher AlharbyBakri AwajiKaran MitraEllis Solaiman","2023","http://link.springer.com/article/10.1186/s13677-023-00481-z","Article"
"Cloud Computing and Services Science","Communications in Computer and Information Science","","","","10.1007/978-3-031-21637-4","Donald FergusonMarkus HelfertClaus Pahl","2022","http://link.springer.com/book/10.1007/978-3-031-21637-4","Book"
"Service-Oriented Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-031-48421-6","Flavia MontiStefanie Rinderle-MaAntonio Ruiz CortésZibin ZhengMassimo Mecella","2023","http://link.springer.com/book/10.1007/978-3-031-48421-6","Book"
"Mobile Edge Computing","","","","","10.1007/978-3-030-69893-5","Dr. Anwesha MukherjeeProf. Dr. Debashis DeProf. Dr. Soumya K. GhoshProf. Dr. Rajkumar Buyya","2021","http://link.springer.com/book/10.1007/978-3-030-69893-5","Book"
"Mobile Networks and Management","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-94763-7","Carlos T. CalafateXianfu ChenYuan Wu","2022","http://link.springer.com/book/10.1007/978-3-030-94763-7","Book"
"Advanced Information Systems Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-031-34560-9","Marta IndulskaIris Reinhartz-BergerCarlos CetinaOscar Pastor","2023","http://link.springer.com/book/10.1007/978-3-031-34560-9","Book"
"Setting the Scene: Cloud, Edge, Mobile and Ad-hoc Computing Context","Beyond Edge Computing","","","","10.1007/978-3-031-23344-9_2","Ana Juan Ferrer","2023","http://link.springer.com/chapter/10.1007/978-3-031-23344-9_2","Chapter"
"Performing Systematic Review on Personalized Menu Scheduling Using PRISMA Guidelines","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_54","Dorra KallelInes KanounDiala Dhouib","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_54","Chapter"
"Machine Learning, Optimization, and Data Science","Lecture Notes in Computer Science","","","","10.1007/978-3-031-25599-1","Giuseppe NicosiaVarun OjhaEmanuele La MalfaGabriele La MalfaPanos PardalosGiuseppe Di FattaGiovanni GiuffridaRenato Umeton","2023","http://link.springer.com/book/10.1007/978-3-031-25599-1","Book"
"MESDD: A Distributed Geofence-Based Discovery Method for the Computing Continuum","Euro-Par 2023: Parallel Processing","","","","10.1007/978-3-031-39698-4_9","Kurt HorvathDragi KimovskiChristoph UranHelmut WöllikRadu Prodan","2023","http://link.springer.com/chapter/10.1007/978-3-031-39698-4_9","Chapter"
"Leveraging Applications of Formal Methods, Verification and Validation. Practice","Lecture Notes in Computer Science","","","","10.1007/978-3-031-19762-8","Tiziana MargariaBernhard Steffen","2022","http://link.springer.com/book/10.1007/978-3-031-19762-8","Book"
"Intelligent Information and Database Systems","Lecture Notes in Computer Science","","","","10.1007/978-981-99-5837-5","Ngoc Thanh NguyenSiridech BoonsangHamido FujitaBogumiła HnatkowskaTzung-Pei HongKitsuchart PasupaAli Selamat","2023","http://link.springer.com/book/10.1007/978-981-99-5837-5","Book"
"Big Data Analytics in Astronomy, Science, and Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-031-28350-5","Shelly SachdevaYutaka WatanobeSubhash Bhalla","2023","http://link.springer.com/book/10.1007/978-3-031-28350-5","Book"
"Putting Intelligence into Things: An Overview of Current Architectures","Artificial Intelligence  Applications  and Innovations. AIAI 2023 IFIP WG 12.5 International Workshops","","","","10.1007/978-3-031-34171-7_8","Maria BelesiotiIoannis P. ChochliourosPanagiotis DimasManolis SofianopoulosTheodore ZahariadisCharalabos SkianisEnric Pages Montanera","2023","http://link.springer.com/chapter/10.1007/978-3-031-34171-7_8","Chapter"
"Interactive Collaborative Robotics","Lecture Notes in Computer Science","","","","10.1007/978-3-031-43111-1","Andrey RonzhinAminagha SadigovRoman Meshcheryakov","2023","http://link.springer.com/book/10.1007/978-3-031-43111-1","Book"
"Blockchain and Trustworthy Systems","Communications in Computer and Information Science","","","","10.1007/978-981-15-2777-7","Zibin ZhengDr. Hong-Ning DaiMingdong TangXiangping Chen","2020","http://link.springer.com/book/10.1007/978-981-15-2777-7","Book"
"Disruptive Technologies for Big Data and Cloud Applications","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-2177-3","Dr. J. Dinesh PeterDr. Steven Lawrence FernandesDr. Amir H. Alavi","2022","http://link.springer.com/book/10.1007/978-981-19-2177-3","Book"
"Mobile and Ubiquitous Systems: Computing, Networking and Services","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-94822-1","Takahiro HaraHirozumi Yamaguchi","2022","http://link.springer.com/book/10.1007/978-3-030-94822-1","Book"
"Benchmarking, Measuring, and Optimizing","Lecture Notes in Computer Science","","","","10.1007/978-3-031-31180-2","Ana GainaruCe ZhangChunjie Luo","2023","http://link.springer.com/book/10.1007/978-3-031-31180-2","Book"
"Advances in Distributed Computing and Machine Learning","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-1018-0","Assoc. Prof. Rashmi Ranjan RoutProf. Soumya Kanti GhoshProf. Prasanta K. JanaAssoc. Prof. Asis Kumar TripathyAssist. Prof. Jyoti Prakash SahooProf. Kuan-Ching Li","2022","http://link.springer.com/book/10.1007/978-981-19-1018-0","Book"
"Intelligent Systems Design and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-35510-3","Ajith AbrahamSabri PllanaGabriella CasalinoKun MaAnu Bajaj","2023","http://link.springer.com/book/10.1007/978-3-031-35510-3","Book"
"Sustainable Development through Machine Learning, AI and IoT","Communications in Computer and Information Science","","","","10.1007/978-3-031-47055-4","Pawan WhigNuno SilvaAhmed A. ElngarNagender AnejaPavika Sharma","2023","http://link.springer.com/book/10.1007/978-3-031-47055-4","Book"
"Economics of Grids, Clouds, Systems, and Services","Lecture Notes in Computer Science","","","","10.1007/978-3-031-29315-3","José Ángel BañaresJörn AltmannOrna Agmon Ben-YehudaKarim DjemameVlado StankovskiBruno Tuffin","2023","http://link.springer.com/book/10.1007/978-3-031-29315-3","Book"
"Software Architecture","Lecture Notes in Computer Science","","","","10.1007/978-3-031-42592-9","Bedir TekinerdoganCatia TrubianiChouki TibermacinePatrizia ScandurraCarlos E. Cuesta","2023","http://link.springer.com/book/10.1007/978-3-031-42592-9","Book"
"Towards IoT Processes on the Edge","Next-Gen Digital Services. A Retrospective and Roadmap for Service Computing of the Future","","","","10.1007/978-3-030-73203-5_13","Schahram DustdarIlir Murturi","2021","http://link.springer.com/chapter/10.1007/978-3-030-73203-5_13","Chapter"
"Intelligent Systems Design and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-35501-1","Ajith AbrahamSabri PllanaGabriella CasalinoKun MaAnu Bajaj","2023","http://link.springer.com/book/10.1007/978-3-031-35501-1","Book"
"Optimising QoS-Assurance, Resource Usage and Cost of Fog Application Deployments","Cloud Computing and Services Science","","","","10.1007/978-3-030-29193-8_9","Antonio BrogiStefano FortiAhmad Ibrahim","2019","http://link.springer.com/chapter/10.1007/978-3-030-29193-8_9","Chapter"
"Drone Data Analytics in Aerial Computing","Transactions on Computer Systems and Networks","","","","10.1007/978-981-99-5056-0","P. KarthikeyanSathish KumarV. Anbarasu","2023","http://link.springer.com/book/10.1007/978-981-99-5056-0","Book"
"Intelligent Systems Design and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-35507-3","Ajith AbrahamSabri PllanaGabriella CasalinoKun MaAnu Bajaj","2023","http://link.springer.com/book/10.1007/978-3-031-35507-3","Book"
"Computational Science – ICCS 2023","Lecture Notes in Computer Science","","","","10.1007/978-3-031-36024-4","Jiří MikyškaClélia de MulatierMaciej PaszynskiValeria V. KrzhizhanovskayaJack J. DongarraPeter M.A. Sloot","2023","http://link.springer.com/book/10.1007/978-3-031-36024-4","Book"
"Resilient and Responsible Smart Cities","Advances in Science, Technology & Innovation","","","","10.1007/978-3-031-20182-0","Eduardo L. KrügerHirushie Pramuditha KarunathilakeTanweer Alam","2023","http://link.springer.com/book/10.1007/978-3-031-20182-0","Book"
"IoT-based Intelligent Modelling for Environmental and Ecological Engineering","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-030-71172-6","Prof. Paul KrauseProf. Fatos Xhafa","2021","http://link.springer.com/book/10.1007/978-3-030-71172-6","Book"
"Energy Efficient Computation Offloading in Mobile Edge Computing","Wireless Networks","","","","10.1007/978-3-031-16822-2","Ying ChenNing ZhangYuan WuSherman Shen","2022","http://link.springer.com/book/10.1007/978-3-031-16822-2","Book"
"Data-Aware Service Placement in the Cloud-IoT Continuum","Service-Oriented Computing","","","","10.1007/978-3-031-18304-1_8","Jacopo MassaStefano FortiAntonio Brogi","2022","http://link.springer.com/chapter/10.1007/978-3-031-18304-1_8","Chapter"
"Big-Data-Analytics in Astronomy, Science, and Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-030-96600-3","Shelly SachdevaYutaka WatanobeProf. Subhash Bhalla","2022","http://link.springer.com/book/10.1007/978-3-030-96600-3","Book"
"Artificial Intelligence in China","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-99-1256-8","Qilian LiangWei WangJiasong MuXin LiuZhenyu Na","2023","http://link.springer.com/book/10.1007/978-981-99-1256-8","Book"
"Web Information Systems Engineering – WISE 2022","Lecture Notes in Computer Science","","","","10.1007/978-3-031-20891-1","Richard ChbeirHelen HuangFabrizio SilvestriYannis ManolopoulosYanchun Zhang","2022","http://link.springer.com/book/10.1007/978-3-031-20891-1","Book"
"Intelligent Human Centered Computing","Springer Tracts in Human-Centered Computing","","","","10.1007/978-981-99-3478-2","Siddhartha BhattacharyyaJyoti Sekhar BanerjeeDebashis DeMufti Mahmud","2023","http://link.springer.com/book/10.1007/978-981-99-3478-2","Book"
"Microservices: The Evolution and Extinction of Web Services?","Microservices","","","","10.1007/978-3-030-31646-4_1","Luciano BaresiMartin Garriga","2020","http://link.springer.com/chapter/10.1007/978-3-030-31646-4_1","Chapter"
"Advanced Computing and Intelligent Technologies","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-2980-9","Rabindra Nath ShawSanjoy DasVincenzo PiuriMonica Bianchini","2022","http://link.springer.com/book/10.1007/978-981-19-2980-9","Book"
"Multimedia Cloud: Designing a Special-Purpose Cloud Platform for Interactive Multimedia Streaming","Multimedia Cloud Computing Systems","","","","10.1007/978-3-030-88451-2_3","Mohsen Amini SalehiXiangbo Li","2021","http://link.springer.com/chapter/10.1007/978-3-030-88451-2_3","Chapter"
"Green Application Placement in the Cloud-IoT Continuum","Practical Aspects of Declarative Languages","","","","10.1007/978-3-030-94479-7_14","Stefano FortiAntonio Brogi","2022","http://link.springer.com/chapter/10.1007/978-3-030-94479-7_14","Chapter"
"Service-Oriented Computing","Communications in Computer and Information Science","","","","10.1007/978-3-031-45728-9","Marco AielloJohanna BarzenSchahram DustdarFrank Leymann","2023","http://link.springer.com/book/10.1007/978-3-031-45728-9","Book"
"Business Process Management Forum","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-41623-1","Chiara Di FrancescomarinoAndrea BurattinChristian JanieschShazia Sadiq","2023","http://link.springer.com/book/10.1007/978-3-031-41623-1","Book"
"Predictive Analytics in Cloud, Fog, and Edge Computing","","","","","10.1007/978-3-031-18034-7","Hiren Kumar ThakkarChinmaya Kumar DehuryPrasan Kumar SahooBharadwaj Veeravalli","2023","http://link.springer.com/book/10.1007/978-3-031-18034-7","Book"
"IoT Edge Solutions for Cognitive Buildings","Internet of Things","","","","10.1007/978-3-031-15160-6","Franco CicirelliAntonio GuerrieriAndrea VinciGiandomenico Spezzano","2023","http://link.springer.com/book/10.1007/978-3-031-15160-6","Book"
"Meta-heuristic Based Hybrid Service Placement Strategies for Two-Level Fog Computing Architecture","Journal of Network and Systems Management","","30","3","10.1007/s10922-022-09660-w","B. V. NateshaRam Mohana Reddy Guddeti","2022","http://link.springer.com/article/10.1007/s10922-022-09660-w","Article"
"Human-Computer Interaction. Theoretical Approaches and Design Methods","Lecture Notes in Computer Science","","","","10.1007/978-3-031-05311-5","Masaaki Kurosu","2022","http://link.springer.com/book/10.1007/978-3-031-05311-5","Book"
"Designing Data Spaces","","","","","10.1007/978-3-030-93975-5","Prof. Dr. Boris OttoProf. Dr. Michael ten HompelProf. Dr. Stefan Wrobel","2022","http://link.springer.com/book/10.1007/978-3-030-93975-5","Book"
"Algorithms and Architectures for Parallel Processing","Lecture Notes in Computer Science","","","","10.1007/978-3-030-38961-1","Prof. Sheng WenProf. Albert ZomayaProf. Dr. Laurence T. Yang","2020","http://link.springer.com/book/10.1007/978-3-030-38961-1","Book"
"Collaborative Computing: Networking, Applications and Worksharing","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-24383-7","Honghao GaoXinheng WangWei WeiTasos Dagiuklas","2022","http://link.springer.com/book/10.1007/978-3-031-24383-7","Book"
"Advances in Digital Manufacturing Systems","","","","","10.1007/978-981-19-7071-9","R. K. AmitKulwant S. PawarR. P. SundarrajSvetan Ratchev","2023","http://link.springer.com/book/10.1007/978-981-19-7071-9","Book"
"Database and Expert Systems Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-030-86475-0","Prof. Dr. Christine StraussProf. Dr. Gabriele KotsisA Min TjoaIsmail Khalil","2021","http://link.springer.com/book/10.1007/978-3-030-86475-0","Book"
"Cognitive Radio Oriented Wireless Networks and Wireless Internet","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-98002-3","Huilong JinChungang LiuDr. Al-Sakib Khan PathanZubair Md. FadlullahSalimur Choudhury","2022","http://link.springer.com/book/10.1007/978-3-030-98002-3","Book"
"Introduction","Multimedia Cloud Computing Systems","","","","10.1007/978-3-030-88451-2_1","Mohsen Amini SalehiXiangbo Li","2021","http://link.springer.com/chapter/10.1007/978-3-030-88451-2_1","Chapter"
"Intelligent Transportation Systems: Theory and Practice","Disruptive Technologies and Digital Transformations for Society 5.0","","","","10.1007/978-981-19-7622-3","Amit Kumar TyagiNiladhuri Sreenath","2023","http://link.springer.com/book/10.1007/978-981-19-7622-3","Book"
"Artificial Intelligence and Hardware Accelerators","","","","","10.1007/978-3-031-22170-5","Ashutosh MishraJaekwang ChaHyunbin ParkShiho Kim","2023","http://link.springer.com/book/10.1007/978-3-031-22170-5","Book"
"Distributed Computing and Artificial Intelligence, Special Sessions I, 20th International Conference","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-38318-2","Rashid MehmoodVictor AlvesIsabel PraçaJarosław WikarekJavier Parra-DomínguezRoussanka LoukanovaIgnacio de MiguelTiago PintoRicardo NunesMichela Ricca","2023","http://link.springer.com/book/10.1007/978-3-031-38318-2","Book"
"Mining, Analyzing, and Evolving Data-Intensive Software Ecosystems","Software Ecosystems","","","","10.1007/978-3-031-36060-2_11","Csaba NagyMichele LanzaAnthony Cleve","2023","http://link.springer.com/chapter/10.1007/978-3-031-36060-2_11","Chapter"
"ICT Innovations 2021. Digital Transformation","Communications in Computer and Information Science","","","","10.1007/978-3-031-04206-5","Ljupcho AntovskiGoce Armenski","2022","http://link.springer.com/book/10.1007/978-3-031-04206-5","Book"
"Deployment and Operation of Complex Software in Heterogeneous Execution Environments","SpringerBriefs in Applied Sciences and Technology","","","","10.1007/978-3-031-04961-3","Prof. Elisabetta Di NittoDr. Jesús Gorroñogoitia CruzDr. Indika KumaraDr. Dragan RadolovićDr. Kamil TokmakovDr. Zoe Vasileiou","2022","http://link.springer.com/book/10.1007/978-3-031-04961-3","Book"
"Intelligent Information and Database Systems","Lecture Notes in Computer Science","","","","10.1007/978-981-99-5834-4","Ngoc Thanh NguyenSiridech BoonsangHamido FujitaBogumiła HnatkowskaTzung-Pei HongKitsuchart PasupaAli Selamat","2023","http://link.springer.com/book/10.1007/978-981-99-5834-4","Book"
"Data and Applications Security and Privacy XXXVI","Lecture Notes in Computer Science","","","","10.1007/978-3-031-10684-2","Prof. Shamik SuralHaibing Lu","2022","http://link.springer.com/book/10.1007/978-3-031-10684-2","Book"
"Offloading Coalition Formation for Scheduling Scientific Workflow Ensembles in Fog Environments","Journal of Grid Computing","","19","3","10.1007/s10723-021-09574-y","Hajar SiarMohammad Izadi","2021","http://link.springer.com/article/10.1007/s10723-021-09574-y","Article"
"Cybersecurity in Emerging Digital Era","Communications in Computer and Information Science","","","","10.1007/978-3-030-84842-2","Dr. Rajeev AgrawalProf. Goutam SanyalProf. Kevin CurranProf. Valentina Emilia BalasMadhu Sharma Gaur","2021","http://link.springer.com/book/10.1007/978-3-030-84842-2","Book"
"SODALITE@RT: Orchestrating Applications on Cloud-Edge Infrastructures","Journal of Grid Computing","","19","3","10.1007/s10723-021-09572-0","Indika KumaraPaul MundtKamil TokmakovDragan RadolovićAlexander MaslennikovRomán Sosa GonzálezJorge Fernández FabeiroGiovanni QuattrocchiKalman MethElisabetta Di NittoDamian A. TamburriWillem-Jan Van Den HeuvelGeorgios Meditskos","2021","http://link.springer.com/article/10.1007/s10723-021-09572-0","Article"
"Mobile Wireless Middleware, Operating Systems and Applications","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-34497-8","Ruidong LiMin JiaTarik Taleb","2023","http://link.springer.com/book/10.1007/978-3-031-34497-8","Book"
"Resource Allocation in the Integration of IoT, Fog, and Cloud Computing: State-of-the-Art and Open Challenges","Proceedings of International Conference on Smart Computing and Cyber Security","","","","10.1007/978-981-15-7990-5_24","Baseem Al-athwariHossain Md Azam","2021","http://link.springer.com/chapter/10.1007/978-981-15-7990-5_24","Chapter"
"The Neural Basis of Mentalizing","","","","","10.1007/978-3-030-51890-5","Michael GileadKevin N. Ochsner","2021","http://link.springer.com/book/10.1007/978-3-030-51890-5","Book"
"The Digital Playbook","","","","","10.1007/978-3-030-88221-1","Dirk SlamaTanja RückertSebastian ThrunUlrich HomannHeiner Lasi","2023","http://link.springer.com/book/10.1007/978-3-030-88221-1","Book"
"Fog-Enabled Smart Campus: Architecture and Challenges","Security and Privacy in New Computing Environments","","","","10.1007/978-3-030-21373-2_50","Chaogang TangShixiong XiaChong LiuXianglin WeiYu BaoWei Chen","2019","http://link.springer.com/chapter/10.1007/978-3-030-21373-2_50","Chapter"
"Orchestration from the Cloud to the Edge","The Cloud-to-Thing Continuum","","","","10.1007/978-3-030-41110-7_4","Sergej SvorobejMalika BendechacheFrank GriesingerJörg Domaschka","2020","http://link.springer.com/chapter/10.1007/978-3-030-41110-7_4","Chapter"
"Serverless Data Pipelines for IoT Data Analytics: A Cloud Vendors Perspective and Solutions","Predictive Analytics in Cloud, Fog, and Edge Computing","","","","10.1007/978-3-031-18034-7_7","Shivananda PoojaraChinmaya Kumar DehuryPelle JakovitsSatish Narayana Srirama","2023","http://link.springer.com/chapter/10.1007/978-3-031-18034-7_7","Chapter"
"Intelligent Distributed Computing XV","Studies in Computational Intelligence","","","","10.1007/978-3-031-29104-3","Lars BraubachKai JanderCostin Bădică","2023","http://link.springer.com/book/10.1007/978-3-031-29104-3","Book"
"Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-96302-6","Dr. Ajith AbrahamProf. Andries EngelbrechtDr. Fabio ScottiDr. Niketa GandhiDr. Pooja Manghirmalani MishraDr. Giancarlo FortinoDr. Virgilijus SakalauskasDr. Sabri Pllana","2022","http://link.springer.com/book/10.1007/978-3-030-96302-6","Book"
"Analysis of Nuclear Containment Structures; Introduction","Aging, Shaking, and Cracking of Infrastructures","","","","10.1007/978-3-030-57434-5_31","Victor E. SaoumaM. Amin Hariri-Ardebili","2021","http://link.springer.com/chapter/10.1007/978-3-030-57434-5_31","Chapter"
"The New Normal: Cybersecurity and Associated Drivers for a Post-COVID-19 Cloud","Advances in Cybersecurity Management","","","","10.1007/978-3-030-71381-2_18","Douglas J. MillwardNkaepe OlaniyiCathryn Peoples","2021","http://link.springer.com/chapter/10.1007/978-3-030-71381-2_18","Chapter"
"Hybrid Artificial Intelligent Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-15471-3","Pablo García BringasHilde Pérez GarcíaFrancisco Javier Martínez de PisónJosé Ramón Villar FlechaAlicia Troncoso LoraEnrique A. de la CalÁlvaro HerreroFrancisco Martínez ÁlvarezGiuseppe PsailaHéctor QuintiánEmilio Corchado","2022","http://link.springer.com/book/10.1007/978-3-031-15471-3","Book"
"Algorithmic Aspects of Cloud Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-031-33437-5","Luca FoschiniSpyros Kontogiannis","2023","http://link.springer.com/book/10.1007/978-3-031-33437-5","Book"
"The Semantic Web – ISWC 2023","Lecture Notes in Computer Science","","","","10.1007/978-3-031-47243-5","Terry R. PayneValentina PresuttiGuilin QiMaría Poveda-VillalónGiorgos StoilosLaura HollinkZoi KaoudiGong ChengJuanzi Li","2023","http://link.springer.com/book/10.1007/978-3-031-47243-5","Book"
"Recent Challenges in Intelligent Information and Database Systems","Communications in Computer and Information Science","","","","10.1007/978-3-031-42430-4","Ngoc Thanh NguyenSiridech BoonsangHamido FujitaBogumiła HnatkowskaTzung-Pei HongKitsuchart PasupaAli Selamat","2023","http://link.springer.com/book/10.1007/978-3-031-42430-4","Book"
"Augmented Reality Application Based on Information Barcoding","Internet of Things, Infrastructures and Mobile Applications","","","","10.1007/978-3-030-49932-7_70","Ivan DychkaOlga SulemaAnton SalenkoYevgeniya Sulema","2021","http://link.springer.com/chapter/10.1007/978-3-030-49932-7_70","Chapter"
"Towards a Wireless Connected World: Achievements and New Technologies","","","","","10.1007/978-3-031-04321-5","Al-Sakib Khan Pathan","2022","http://link.springer.com/book/10.1007/978-3-031-04321-5","Book"
"Mobile Robot: Motion Control and Path Planning","Studies in Computational Intelligence","","","","10.1007/978-3-031-26564-8","Ahmad Taher AzarIbraheem Kasim IbraheemAmjad Jaleel Humaidi","2023","http://link.springer.com/book/10.1007/978-3-031-26564-8","Book"
"Social Edge Computing","","","","","10.1007/978-3-031-26936-3","Dong WangDaniel 'Yue' Zhang","2023","http://link.springer.com/book/10.1007/978-3-031-26936-3","Book"
"State of the Art of Urban Digital Twin Platforms","Extended Reality","","","","10.1007/978-3-031-43401-3_20","Angelo MartellaAmro Issam Hamed Attia RamadanCristian MartellaMauro PatanoAntonella Longo","2023","http://link.springer.com/chapter/10.1007/978-3-031-43401-3_20","Chapter"
"The Elements of Big Data Value","","","","","10.1007/978-3-030-68176-0","Edward CurryDr. Andreas MetzgerProf. Sonja ZillnerDr. Jean-Christophe PazzagliaAna García Robles","2021","http://link.springer.com/book/10.1007/978-3-030-68176-0","Book"
"Kubernetes as a Standard Container Orchestrator - A Bibliometric Analysis","Journal of Grid Computing","","20","4","10.1007/s10723-022-09629-8","Carmen Carrión","2022","http://link.springer.com/article/10.1007/s10723-022-09629-8","Article"
"What Is IoT?","Building Enterprise IoT Solutions with Eclipse IoT Technologies","","","","10.1007/978-1-4842-8882-5_1","Frédéric Desbiens","2023","http://link.springer.com/chapter/10.1007/978-1-4842-8882-5_1","Chapter"
"Multi-layer edge resource placement optimization for factories","Journal of Intelligent Manufacturing","","","","10.1007/s10845-022-02071-3","Jakob ZietschRafal KulagaHarald HeldChristoph HerrmannSebastian Thiede","2023","http://link.springer.com/article/10.1007/s10845-022-02071-3","Article"
"GeNeDis 2022","Advances in Experimental Medicine and Biology","","","","10.1007/978-3-031-31982-2","Panagiotis Vlamos","2023","http://link.springer.com/book/10.1007/978-3-031-31982-2","Book"
"A Quality of Experience Illustrator User Interface for Cloud Provider Recommendations","HCI International 2022 Posters","","","","10.1007/978-3-031-06417-3_42","Panagiotis KokkinosDionisis MargarisDimitris Spiliotopoulos","2022","http://link.springer.com/chapter/10.1007/978-3-031-06417-3_42","Chapter"
"QR Based Paperless Out-Patient Health and Consultation Records Sharing System","Machine Learning and Big Data Analytics  (Proceedings of International Conference on Machine Learning and Big Data Analytics (ICMLBDA) 2021)","","","","10.1007/978-3-030-82469-3_10","S. Thiruchadai PandeeswariS. PadmavathiS. S. Srilakshmi","2022","http://link.springer.com/chapter/10.1007/978-3-030-82469-3_10","Chapter"
"A Review of Privacy-Preserving Federated Learning for the Internet-of-Things","Federated Learning Systems","","","","10.1007/978-3-030-70604-3_2","Christopher BriggsZhong FanPeter Andras","2021","http://link.springer.com/chapter/10.1007/978-3-030-70604-3_2","Chapter"
"The Asymptotic Safety Scenario in Quantum Gravity","Living Reviews in Relativity","","9","1","10.12942/lrr-2006-5","Max NiedermaierMartin Reuter","2006","http://link.springer.com/article/10.12942/lrr-2006-5","Article"
